topic,subtopic,keywords,exam_boards,question_text,option_a,option_b,option_c,option_d,correct_option,explanation,difficulty
Mechanics,Circular Motion,centripetal force;formula;mv²/r,Eduqas;AQA;OCR;Edexcel,What is the formula for centripetal force?,F = mv²/r,F = mr²/v,F = mv/r²,F = v²/mr,A,"The centripetal force is F = mv²/r, where m is mass, v is speed and r is radius.",easy
Mechanics,Circular Motion,centripetal force;calculation;circle,Eduqas;AQA;OCR;Edexcel,A 0.5 kg object moves in a circle of radius 2 m at 4 m/s. What is the centripetal force?,1 N,2 N,4 N,8 N,D,F = mv²/r = 0.5 × 16 / 2 = 8 N.,medium
Mechanics,Circular Motion,centripetal force;speed;proportionality,Eduqas;AQA;OCR;Edexcel,What happens to the required centripetal force if the speed of an object is doubled?,It is halved,It stays the same,It doubles,It quadruples,D,"Since F = mv²/r, if v is doubled, force increases by a factor of 4.",medium
Mechanics,Circular Motion,velocity;speed;circular motion,Eduqas;AQA;OCR;Edexcel,Which of the following is NOT true about circular motion?,The speed is constant,The velocity is constant,There is a net force acting towards the centre,The direction of velocity continuously changes,B,Velocity is not constant because direction changes even if speed remains constant.,easy
Mechanics,Circular Motion,angular velocity;definition;formula,Eduqas;AQA;OCR;Edexcel,The angular velocity (ω) is defined as:,ω = v × r,ω = v / r,ω = r / v,ω = v² / r,B,Angular velocity is given by ω = v / r.,medium
Mechanics,Circular Motion,satellite;orbit;gravity,Eduqas;AQA;OCR;Edexcel,A satellite orbits Earth in a circular path. What force keeps it in orbit?,Rocket thrust,Gravity,Magnetism,Friction with atmosphere,B,Gravity provides the centripetal force keeping the satellite in circular motion.,easy
Mechanics,Circular Motion,circular motion;tangential;break,Eduqas;AQA;OCR;Edexcel,A ball is whirled horizontally on a string. What happens if the string suddenly breaks?,It flies inward,It moves in a circle,It flies off tangentially,It stops immediately,C,An object in circular motion moves tangentially if the centripetal force is removed.,medium
Mechanics,Circular Motion,centripetal acceleration;direction;uniform motion,Eduqas;AQA;OCR;Edexcel,Which physical quantity is responsible for changing direction in uniform circular motion?,Velocity,Tangential force,Centripetal acceleration,Moment of inertia,C,Centripetal acceleration changes the direction of motion in uniform circular motion.,medium
Mechanics,Oscillations and SHM,SHM;definition;acceleration;displacement,Eduqas;AQA;OCR;Edexcel,What is meant by simple harmonic motion (SHM)?,Motion with constant speed,Motion with decreasing amplitude,Acceleration is proportional to displacement and directed towards equilibrium,Motion that repeats after equal intervals of time,C,SHM is defined as motion where acceleration is proportional to displacement and acts towards the equilibrium position.,medium
Mechanics,Oscillations and SHM,SHM;acceleration;displacement;condition,Eduqas;AQA;OCR;Edexcel,Which of the following is a condition for SHM?,Net force is zero,Acceleration is in the direction of displacement,Acceleration is constant,Acceleration is proportional to and opposite displacement,D,"For SHM, a ∝ –x, where x is displacement and a is acceleration.",medium
Mechanics,Oscillations and SHM,SHM;time period;mass spring system;formula,Eduqas;AQA;OCR;Edexcel,What is the equation for the time period of a mass-spring system in SHM?,T = 2π√(m/k),T = 2π√(k/m),T = √(m/k),T = √(k/m),A,"For a spring system, T = 2π√(m/k), where m is mass and k is spring constant.",medium
Mechanics,Oscillations and SHM,SHM;calculation;time period;mass spring,Eduqas;AQA;OCR;Edexcel,A 0.25 kg mass attached to a spring with k = 100 N/m. What is the time period of oscillation?,0.31 s,1.00 s,0.99 s,0.22 s,A,T = 2π√(0.25/100) ≈ 0.31 s.,hard
Mechanics,Oscillations and SHM,SHM;acceleration;maximum displacement,Eduqas;AQA;OCR;Edexcel,"At maximum displacement in SHM, the acceleration is:",Zero,Maximum,Equal to velocity,Negative,B,Acceleration is maximum at maximum displacement due to maximum restoring force.,medium
Mechanics,Oscillations and SHM,SHM;kinetic energy;equilibrium,Eduqas;AQA;OCR;Edexcel,"In SHM, when is kinetic energy maximum?",At equilibrium position,At maximum displacement,Always constant,Halfway to maximum displacement,A,"At equilibrium, the object is moving fastest, so kinetic energy is maximum.",medium
Mechanics,Oscillations and SHM,SHM;total energy;constant,Eduqas;AQA;OCR;Edexcel,The total energy in SHM is:,Always increasing,Zero at maximum displacement,Constant,Maximum at equilibrium,C,Total energy in SHM is constant and shared between KE and PE.,easy
Mechanics,Oscillations and SHM,SHM;angular frequency;omega;period,Eduqas;AQA;OCR;Edexcel,What is the angular frequency of an oscillator with period 0.5 s?,π rad/s,2π rad/s,4π rad/s,0.5π rad/s,C,ω = 2π/T = 2π/0.5 = 4π rad/s.,hard
Mechanics,Oscillations and SHM,SHM;displacement;velocity;differentiation,Eduqas;AQA;OCR;Edexcel,Displacement in SHM is given by x = A cos(ωt). What is the velocity at t = 0?,0,Aω,–Aω,A,C,"v = –Aω sin(ωt); at t = 0, sin(0) = 0 → v = 0.",hard
Mechanics,Oscillations and SHM,SHM;velocity;graph;sinusoidal,Eduqas;AQA;OCR;Edexcel,Which graph best describes velocity vs. time for SHM?,Sine wave,Cosine wave,Straight line,Parabola,A,"Velocity in SHM varies sinusoidally, described by a sine wave.",medium
Mechanics,Momentum and Impulse,momentum;definition;mv,Eduqas;AQA;OCR;Edexcel,What is the equation for linear momentum?,F = ma,p = mv,p = F × t,v = u + at,B,Momentum (p) is defined as the product of mass (m) and velocity (v).,easy
Mechanics,Momentum and Impulse,momentum;moving objects;physics,Eduqas;AQA;OCR;Edexcel,Which of the following has momentum?,A moving car,A stationary ball,A rock on the ground,A parked bicycle,A,Only moving objects with mass have momentum.,easy
Mechanics,Momentum and Impulse,momentum;proportional;velocity,Eduqas;AQA;OCR;Edexcel,"If mass is constant, what happens to momentum when velocity doubles?",Halves,Remains the same,Doubles,Quadruples,C,"Momentum is directly proportional to velocity, so it doubles.",medium
Mechanics,Momentum and Impulse,momentum;calculation;mv,Eduqas;AQA;OCR;Edexcel,A 2 kg object moves at 3 m/s. What is its momentum?,5 kg·m/s,6 kg·m/s,1.5 kg·m/s,9 kg·m/s,B,p = mv = 2 × 3 = 6 kg·m/s.,easy
Mechanics,Momentum and Impulse,impulse;momentum;change,Eduqas;AQA;OCR;Edexcel,Impulse is equal to:,Force divided by time,Change in momentum,Mass times velocity,Acceleration times time,B,Impulse = change in momentum (Δp).,medium
Mechanics,Momentum and Impulse,impulse;units;N·s,Eduqas;AQA;OCR;Edexcel,What is the unit of impulse?,kg·m²,N·m,kg·m/s,N·s,D,"Impulse = force × time, so its unit is newton-second (N·s).",medium
Mechanics,Momentum and Impulse,impulse;calculation;force×time,Eduqas;AQA;OCR;Edexcel,A force of 10 N acts for 4 seconds. What is the impulse delivered?,40 N·s,14 N·s,6 N·s,10 N·s,A,Impulse = F × t = 10 × 4 = 40 N·s.,easy
Mechanics,Momentum and Impulse,impulse;stopping;change in momentum,Eduqas;AQA;OCR;Edexcel,What is the impulse required to stop a 4 kg object moving at 5 m/s?,10 N·s,20 N·s,15 N·s,25 N·s,B,Impulse = Δp = 4 × 5 = 20 N·s.,medium
Mechanics,Momentum and Impulse,momentum;conservation;collisions,Eduqas;AQA;OCR;Edexcel,"In a collision between two objects, momentum is conserved if:",Kinetic energy is conserved,No net external force acts on the system,The masses are equal,The objects are moving in the same direction,B,Momentum conservation requires no net external force on the system.,hard
Mechanics,Momentum and Impulse,momentum;rebound;change,Eduqas;AQA;OCR;Edexcel,A 0.2 kg ball hits a wall at 10 m/s and rebounds at 8 m/s. What is the change in momentum?,-3.6 kg·m/s,1.2 kg·m/s,0.4 kg·m/s,-0.4 kg·m/s,A,Δp = m(v - u) = 0.2 × (-8 - 10) = -3.6 kg·m/s.,hardcore
Mechanics,"Work, Energy and Power",work done;equation;Fd cosθ,Eduqas;AQA;OCR;Edexcel,What is the equation for work done?,W = Fd,W = Fd cosθ,W = mv²,W = mg,B,"Work done W = Fd cosθ, where θ is the angle between force and displacement.",medium
Mechanics,"Work, Energy and Power",work;unit;joule,Eduqas;AQA;OCR;Edexcel,Which of the following is the unit of work?,Watt,Newton,Joule,Pascal,C,The SI unit of work is the Joule (J).,easy
Mechanics,"Work, Energy and Power",kinetic energy;calculation;½mv²,Eduqas;AQA;OCR;Edexcel,What is the kinetic energy of a 2 kg object moving at 3 m/s?,3 J,6 J,9 J,18 J,C,KE = ½mv² = 0.5 × 2 × 9 = 9 J.,easy
Mechanics,"Work, Energy and Power",power;definition;rate of work,Eduqas;AQA;OCR;Edexcel,Which of the following correctly defines power?,Force per unit time,Energy per unit force,Work done per unit time,Acceleration per unit time,C,"Power is the rate at which work is done, i.e., P = W/t.",medium
Mechanics,"Work, Energy and Power",power;calculation;work,Eduqas;AQA;OCR;Edexcel,A machine does 600 J of work in 10 seconds. What is its power output?,60 W,6 W,600 W,120 W,A,Power = Work / Time = 600 / 10 = 60 W.,easy
Mechanics,"Work, Energy and Power",potential energy;GPE;mgh,Eduqas;AQA;OCR;Edexcel,What is the gravitational potential energy of a 5 kg object raised 3 m above the ground? (g = 9.8 m/s²),147 J,15 J,49 J,90 J,A,GPE = mgh = 5 × 9.8 × 3 = 147 J.,medium
Mechanics,"Work, Energy and Power",work;angle;perpendicular,Eduqas;AQA;OCR;Edexcel,"If a force acts perpendicular to displacement, what is the work done?",Maximum,Zero,Infinite,Negative,B,"Work = Fd cosθ. If θ = 90°, cosθ = 0, so W = 0.",medium
Mechanics,"Work, Energy and Power",energy;power;time;calculation,Eduqas;AQA;OCR;Edexcel,What is the energy transferred when a 60 W bulb operates for 2 minutes?,7200 J,120 J,600 J,720 J,A,Energy = Power × Time = 60 × 120 = 7200 J.,hard
Mechanics,"Work, Energy and Power",work;power;lifting;calculation,Eduqas;AQA;OCR;Edexcel,A student lifts a 10 kg weight to a height of 2 m in 5 seconds. What is the average power output? (g = 9.8 m/s²),39.2 W,19.6 W,9.8 W,49 W,A,Work = mgh = 10 × 9.8 × 2 = 196 J; Power = 196 / 5 = 39.2 W.,hard
Mechanics,"Work, Energy and Power",energy conservation;mechanical energy;frictionless,Eduqas;AQA;OCR;Edexcel,Which of the following quantities is conserved in the absence of friction?,Kinetic energy,Potential energy,Mechanical energy,Power,C,"In a frictionless system, mechanical energy (KE + PE) is conserved.",medium
Mechanics,Scalars and Vectors,scalar;speed;quantity type,Eduqas;AQA;OCR;Edexcel,Which of the following is a scalar quantity?,Displacement,Velocity,Acceleration,Speed,D,"Speed is a scalar because it only has magnitude, not direction.",easy
Mechanics,Scalars and Vectors,vector;force;magnitude and direction,Eduqas;AQA;OCR;Edexcel,Which quantity has both magnitude and direction?,Time,Mass,Force,Temperature,C,Force is a vector; it includes both magnitude and direction.,easy
Mechanics,Scalars and Vectors,scalar;distance;vector,Eduqas;AQA;OCR;Edexcel,Which of the following is NOT a vector quantity?,Acceleration,Velocity,Distance,Displacement,C,"Distance is a scalar as it has magnitude only, not direction.",medium
Mechanics,Scalars and Vectors,resultant;vector addition;perpendicular,Eduqas;AQA;OCR;Edexcel,What is the resultant of two perpendicular vectors of 3 N and 4 N?,5 N,1 N,7 N,3.5 N,A,Using Pythagoras: √(3² + 4²) = 5 N.,medium
Mechanics,Scalars and Vectors,resultant force;vector addition;right angle,Eduqas;AQA;OCR;Edexcel,"Two forces, 5 N and 12 N, act at right angles. What is the magnitude of the resultant force?",13 N,17 N,7 N,10 N,A,Resultant = √(5² + 12²) = √169 = 13 N.,hard
